species,gene_id,gene_symbol,biotype,overlap_count,analyses
human,ENSG00000176845,METRNL,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000176890,TYMS,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000176919,C8G,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000176953,NFATC2IP,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000176971,FIBIN,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); GWAS | human | Closest genes
human,ENSG00000176978,DPP7,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000176986,SEC24C,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000176994,SMCR8,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000177058,SLC38A9,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000177076,ACER2,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000177082,WDR73,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000177096,PHETA2,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000177105,RHOG,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000177106,EPS8L2,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000177119,ANO6,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000177138,FAM9B,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000177189,RPS6KA3,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000177238,TRIM72,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000177303,CASKIN2,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000177425,PAWR,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000177426,TGIF1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000177455,CD19,protein_coding,2,MCD (external) | mouse | GSE205974 (external MCD); GWAS | human | Closest genes
human,ENSG00000177459,ERICH5,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000177465,ACOT4,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000177469,CAVIN1,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000177542,SLC25A22,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000177548,RABEP2,protein_coding,3,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated); GWAS | human | Closest genes
human,ENSG00000177575,CD163,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000177595,PIDD1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000177606,JUN,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000177663,IL17RA,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000177666,PNPLA2,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); GWAS | human | Closest genes
human,ENSG00000177674,AGTRAP,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000177685,CRACR2B,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000177697,CD151,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000177700,POLR2L,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000177728,TMEM94,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000177731,FLII,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000177732,SOX12,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000177807,KCNJ10,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000177830,CHID1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000177943,MAMDC4,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000177951,BET1L,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000177989,CIMAP1B,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000178093,TSSK6,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000178188,SH2B1,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000178199,ZC3H12D,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000178209,PLEC,protein_coding,3,MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000178226,PRSS36,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000178297,TMPRSS9,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000178381,ZFAND2A,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000178445,GLDC,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000178498,DTX3,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000178605,GTPBP6,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000178623,GPR35,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000178685,PARP10,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000178695,KCTD12,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000178719,GRINA,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000178726,THBD,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000178761,FAM219B,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000178789,CD300LB,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000178814,OPLAH,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000178821,TMEM52,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000178826,TMEM139,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000178950,GAK,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000178952,TUFM,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000178999,AURKB,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000179023,KLHDC7A,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000179044,EXOC3L1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000179051,RCC2,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000179088,C12orf42,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000179094,PER1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000179104,TMTC2,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000179115,FARSA,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000179218,CALR,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000179222,MAGED1,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000179331,RAB39A,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000179364,PACS2,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000179403,VWA1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000179562,GCC1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000179583,CIITA,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000179588,ZFPM1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000179604,CDC42EP4,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000179627,ZBTB42,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000179630,LACC1,protein_coding,3,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000179715,PCED1B,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000179820,MYADM,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000179832,MROH1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000179862,CITED4,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000179886,TIGD5,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000180035,ZNF48,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000180061,TMEM150B,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000180096,SEPTIN1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000180104,EXOC3,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000180155,LYNX1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000180353,HCLS1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000180357,ZNF609,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000180423,HARBI1,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000180432,CYP8B1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000180448,ARHGAP45,protein_coding,3,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000180535,BHLHA15,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000180596,H2BC4,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000180616,SSTR2,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000180767,CHST13,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000180801,ARSJ,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000180871,CXCR2,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000180891,CUEDC1,protein_coding,3,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000180900,SCRIB,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000180902,D2HGDH,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000180964,TCEAL8,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000181019,NQO1,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000181026,AEN,protein_coding,6,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000181031,RPH3AL,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000181035,SLC25A42,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000181222,POLR2A,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000181264,TLCD5,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000181350,LRRC75A,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000181444,ZNF467,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000181467,RAP2B,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000181610,MRPS23,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000181619,GPR135,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000181649,PHLDA2,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000181751,MACIR,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000181830,SLC35C1,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000181873,IBA57,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000181982,CCDC149,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000182022,CHST15,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000182054,IDH2,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000182087,TMEM259,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000182134,TDRKH,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000182156,ENPP7,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000182185,RAD51B,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000182240,BACE2,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000182247,UBE2E2,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000182287,AP1S2,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000182307,C8orf33,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000182310,SPACA6,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000182325,FBXL6,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000182327,GLTPD2,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000182372,CLN8,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000182400,TRAPPC6B,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000182446,NPLOC4,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000182463,TSHZ2,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000182472,CAPN12,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000182473,EXOC7,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000182481,KPNA2,protein_coding,5,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated); GWAS | human | Closest genes
human,ENSG00000182511,FES,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000182541,LIMK2,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000182578,CSF1R,protein_coding,4,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000182600,SNORC,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000182628,SKA2,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000182685,BRICD5,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000182704,TSKU,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000182718,ANXA2,protein_coding,7,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000182768,NGRN,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000182771,GRID1,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000182782,HCAR2,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000182795,C1orf116,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000182809,CRIP2,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000182810,DDX28,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000182827,ACBD3,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000182853,VMO1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000182858,ALG12,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000182866,LCK,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000182871,COL18A1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000182890,GLUD2,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000182979,MTA1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000183010,PYCR1,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000183018,SPNS2,protein_coding,3,Patient | GSE130970 | NAS high (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000183019,MCEMP1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000183048,SLC25A10,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000183049,CAMK1D,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000183087,GAS6,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000183091,NEB,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000183111,ARHGEF37,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000183160,TMEM119,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000183304,FAM9A,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000183347,GBP6,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000183386,FHL3,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000183397,TEKTIP1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000183570,PCBP3,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000183617,MRPL54,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000183624,HMCES,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000183655,KLHL25,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000183688,RFLNB,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000183723,CMTM4,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000183741,CBX6,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000183751,TBL3,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000183762,KREMEN1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000183785,TUBA8,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000183826,BTBD9,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000183828,NUDT14,protein_coding,1,Patient | GSE130970 | NAS high (upregulated)
human,ENSG00000183840,GPR39,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000183908,LRRC55,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000183943,PRKX,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000183955,KMT5A,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000183971,NPW,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000183979,,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000184012,TMPRSS2,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000184110,EIF3C,protein_coding,4,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000184162,NR2C2AP,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000184205,TSPYL2,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000184216,IRAK1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000184220,CMSS1,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000184226,PCDH9,protein_coding,1,GWAS | human | Closest genes
